         4367970 function calls (4302457 primitive calls) in 316.216 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 types.py:25(SymInt)
        1    0.000    0.000    0.000    0.000 types.py:38(Storage)
        1    0.000    0.000    0.002    0.002 typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1006(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1026(Protocol)
        8    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
       16    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
       19    0.000    0.000    0.000    0.000 typing.py:1149(cast)
     1166    0.002    0.000    0.005    0.000 typing.py:120(_type_check)
       19    0.000    0.000    0.000    0.000 typing.py:1362(overload)
       38    0.000    0.000    0.001    0.000 typing.py:1435(_alias)
        1    0.000    0.000    0.000    0.000 typing.py:1521(SupportsInt)
        3    0.000    0.000    0.000    0.000 typing.py:153(_type_repr)
        1    0.000    0.000    0.000    0.000 typing.py:1531(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1541(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1551(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1561(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing.py:1571(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1581(SupportsRound)
        9    0.000    0.000    0.001    0.000 typing.py:1591(_make_nmtuple)
        9    0.000    0.000    0.000    0.000 typing.py:1593(<listcomp>)
        9    0.000    0.000    0.000    0.000 typing.py:1594(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1613(NamedTupleMeta)
       10    0.000    0.000    0.001    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1644(NamedTuple)
      271    0.000    0.000    0.001    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:1734(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1749(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1760(TypedDict)
      102    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
  232/213    0.001    0.000    0.005    0.000 typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:1986(io)
        1    0.000    0.000    0.000    0.000 typing.py:2001(re)
       85    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
      212    0.001    0.000    0.001    0.000 typing.py:219(_remove_dups_flatten)
        8    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
2488/2378    0.003    0.000    0.028    0.000 typing.py:255(inner)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
       13    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
       13    0.000    0.000    0.000    0.000 typing.py:307(__new__)
       13    0.000    0.000    0.000    0.000 typing.py:320(__init__)
     1176    0.000    0.000    0.000    0.000 typing.py:324(__eq__)
     1672    0.001    0.000    0.001    0.000 typing.py:329(__hash__)
        2    0.000    0.000    0.000    0.000 typing.py:332(__repr__)
  307/212    0.001    0.000    0.010    0.000 typing.py:347(__getitem__)
      667    0.000    0.000    0.002    0.000 typing.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:489(ForwardRef)
       23    0.000    0.000    0.001    0.000 typing.py:496(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:524(__eq__)
       16    0.000    0.000    0.000    0.000 typing.py:532(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
       61    0.000    0.000    0.001    0.000 typing.py:586(__init__)
       63    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
     4820    0.002    0.000    0.003    0.000 typing.py:646(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
      648    0.003    0.000    0.012    0.000 typing.py:659(__init__)
     1805    0.000    0.000    0.000    0.000 typing.py:669(<genexpr>)
      213    0.001    0.000    0.008    0.000 typing.py:677(__getitem__)
      483    0.000    0.000    0.001    0.000 typing.py:685(<genexpr>)
      327    0.001    0.000    0.006    0.000 typing.py:689(copy_with)
        2    0.000    0.000    0.000    0.000 typing.py:693(__repr__)
        1    0.000    0.000    0.000    0.000 typing.py:701(<listcomp>)
      961    0.000    0.000    0.000    0.000 typing.py:711(__eq__)
2473/2134    0.002    0.000    0.002    0.000 typing.py:720(__hash__)
       85    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
     4820    0.004    0.000    0.007    0.000 typing.py:762(__setattr__)
      226    0.000    0.000    0.001    0.000 typing.py:768(__instancecheck__)
      226    0.000    0.000    0.001    0.000 typing.py:771(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 typing.py:798(_VariadicGenericAlias)
      386    0.000    0.000    0.005    0.000 typing.py:802(__getitem__)
      114    0.000    0.000    0.004    0.000 typing.py:818(__getitem_inner__)
      240    0.000    0.000    0.001    0.000 typing.py:830(<genexpr>)
       56    0.000    0.000    0.000    0.000 typing.py:839(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:845(Generic)
       10    0.000    0.000    0.000    0.000 typing.py:868(__new__)
       70    0.000    0.000    0.002    0.000 typing.py:878(__class_getitem__)
      140    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
       18    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
      140    0.001    0.000    0.001    0.000 typing.py:900(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:936(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:943(_TypingEllipsis)
        1    0.000    0.000    0.001    0.001 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1122(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1123(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1126(__new__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1139(<dictcomp>)
      765    0.000    0.000    0.000    0.000 typing_extensions.py:126(_should_collect_from_parameters)
      462    0.001    0.000    0.002    0.000 typing_extensions.py:130(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1316(_AnnotatedAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1355(Annotated)
      285    0.000    0.000    0.000    0.000 typing_extensions.py:147(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1649(_TypeAliasForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1703(_Immutable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1713(ParamSpecArgs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1736(ParamSpecKwargs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1766(ParamSpec)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1874(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1953(_ConcatenateForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2066(_TypeGuardForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2206(_SpecialForm)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:2209(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2453(_RequiredForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2594(_UnpackAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2597(_UnpackForm)
       78    0.000    0.000    0.000    0.000 typing_extensions.py:2619(_is_unpack)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2681(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:404(_ExtensionsGenericMeta)
      189    0.000    0.000    0.000    0.000 typing_extensions.py:96(_check_generic)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        4    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uniform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uniform.py:10(Uniform)
        1    0.000    0.000    0.002    0.002 unix_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:1022(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1127(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1252(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1341(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 unix_events.py:436(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 unix_events.py:572(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:777(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:802(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:895(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:948(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 unzipper.py:16(UnZipperMapDataPipe)
        1    0.000    0.000    0.000    0.000 unzipper.py:17(UnZipperIterDataPipe)
        1    0.000    0.000    0.000    0.000 unzipper.py:67(_UnZipperMapDataPipe)
        2    0.000    0.000    0.001    0.000 unzipper.py:7(<module>)
        1    0.000    0.000    0.000    0.000 unzipper.py:72(_UnZipperIterDataPipe)
        1    0.000    0.000    0.000    0.000 upsampling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 upsampling.py:165(UpsamplingNearest2d)
        1    0.000    0.000    0.000    0.000 upsampling.py:210(UpsamplingBilinear2d)
        1    0.000    0.000    0.000    0.000 upsampling.py:9(Upsample)
        1    0.000    0.000    0.019    0.019 url.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 url.py:82(Url)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        3    0.000    0.000    0.000    0.000 util.py:171(register_after_fork)
        1    0.000    0.000    0.006    0.006 util.py:172(_get_soname)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
        2    0.000    0.000    0.000    0.000 util.py:328(_findLib_prefix)
        1    0.000    0.000    0.006    0.006 util.py:337(find_library)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 util.py:48(debug)
       15    0.000    0.000    0.123    0.008 utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:101(wrapper_setattr)
       30    0.000    0.000    0.000    0.000 utils.py:102(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:105(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:110(LockBase)
        1    0.000    0.000    0.000    0.000 utils.py:112(SimpleTextIOWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:115(_lazy_property_and_property)
        1    0.000    0.000    0.000    0.000 utils.py:13(LinearBlockSparsePattern)
        1    0.000    0.000    0.000    0.000 utils.py:132(DisableOnWriteError)
        2    0.000    0.000    0.000    0.000 utils.py:136(disable_on_exception)
      300    0.000    0.000    0.008    0.000 utils.py:143(inner)
        1    0.000    0.000    0.000    0.000 utils.py:162(Lock)
        1    0.000    0.000    0.000    0.000 utils.py:162(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:17(MatchAllNode)
        2    0.000    0.000    0.000    0.000 utils.py:171(__eq__)
        1    0.000    0.000    0.000    0.000 utils.py:175(CallbackIOWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:201(_is_utf)
        1    0.000    0.000    0.000    0.000 utils.py:215(_supports_unicode)
      298    0.001    0.000    0.002    0.000 utils.py:222(_is_ascii)
        1    0.000    0.000    0.000    0.000 utils.py:231(_screen_shape_wrapper)
        1    0.000    0.000    0.005    0.005 utils.py:282(_screen_shape_linux)
        1    0.000    0.000    0.000    0.000 utils.py:295(RLock)
        1    0.000    0.000    0.003    0.003 utils.py:3(<module>)
      447    0.001    0.000    0.022    0.000 utils.py:329(_text_width)
        3    0.000    0.000    0.000    0.000 utils.py:33(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:33(_ntuple_from_first)
    51740    0.011    0.000    0.016    0.000 utils.py:330(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:332(TemporaryFileLock)
      447    0.001    0.000    0.024    0.000 utils.py:333(disp_len)
        3    0.000    0.000    0.000    0.000 utils.py:34(<genexpr>)
      149    0.000    0.000    0.010    0.000 utils.py:341(disp_trim)
        1    0.000    0.000    0.000    0.000 utils.py:348(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 utils.py:4(ReferenceQuantizedModule)
        1    0.000    0.000    0.000    0.000 utils.py:44(TensorMeta)
        1    0.000    0.000    0.041    0.041 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:51(FormatReplace)
        1    0.000    0.000    0.000    0.000 utils.py:54(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:547(IOWrapper)
      149    0.000    0.000    0.000    0.000 utils.py:57(__init__)
        4    0.000    0.000    0.000    0.000 utils.py:6(_ntuple)
      149    0.000    0.000    0.000    0.000 utils.py:61(__format__)
        1    0.000    0.000    0.000    0.000 utils.py:66(Comparable)
        1    0.000    0.000    0.000    0.000 utils.py:7(WeightedQuantizedModule)
        1    0.000    0.000    0.000    0.000 utils.py:74(__eq__)
        1    0.000    0.000    0.000    0.000 utils.py:8(IterableWrapperIterDataPipe)
        1    0.000    0.000    0.000    0.000 utils.py:8(SequenceWrapperMapDataPipe)
        1    0.000    0.000    0.000    0.000 utils.py:806(ELEMENTWISE_TYPE_PROMOTION_KIND)
        1    0.000    0.000    0.000    0.000 utils.py:87(ObjectWrapper)
        2    0.000    0.000    0.000    0.000 utils.py:88(__getattr__)
        1    0.000    0.000    0.000    0.000 utils.py:95(lazy_property)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 variable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 variable.py:10(Variable)
        1    0.000    0.000    0.000    0.000 variable.py:5(VariableMeta)
        5    0.000    0.000    0.001    0.000 version.py:1(<module>)
        2    0.000    0.000    0.000    0.000 version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 von_mises.py:1(<module>)
        1    0.000    0.000    0.000    0.000 von_mises.py:68(VonMises)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:14(NoWayToWaitForSocketError)
        5    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        9    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       14    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        2    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        2    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        2    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        4    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       14    0.000    0.000    0.000    0.000 weakref.py:128(__getitem__)
       16    0.000    0.000    0.000    0.000 weakref.py:159(__setitem__)
       13    0.000    0.000    0.000    0.000 weakref.py:189(get)
        4    0.000    0.000    0.000    0.000 weakref.py:284(update)
       16    0.000    0.000    0.000    0.000 weakref.py:323(__new__)
       16    0.000    0.000    0.000    0.000 weakref.py:328(__init__)
        5    0.000    0.000    0.000    0.000 weakref.py:343(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:345(remove)
        1    0.000    0.000    0.000    0.000 weakref.py:382(__getitem__)
       16    0.000    0.000    0.000    0.000 weakref.py:395(__setitem__)
        1    0.000    0.000    0.000    0.000 webdataset.py:45(WebDatasetIterDataPipe)
        1    0.000    0.000    0.000    0.000 webdataset.py:7(<module>)
        1    0.000    0.000    0.000    0.000 weibull.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weibull.py:10(Weibull)
        1    0.000    0.000    0.000    0.000 weight_norm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weight_norm.py:10(WeightNorm)
        1    0.000    0.000    0.000    0.000 wishart.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wishart.py:28(Wishart)
        1    0.000    0.000    0.002    0.002 worker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 worker.py:113(_IterableDatasetStopIteration)
        1    0.000    0.000    0.000    0.000 worker.py:118(_ResumeIteration)
        1    0.000    0.000    0.000    0.000 worker.py:49(ManagerWatchdog)
        1    0.000    0.000    0.000    0.000 worker.py:62(WorkerInfo)
     1470    0.001    0.000    0.001    0.000 worker.py:83(get_worker_info)
        1    0.000    0.000    0.001    0.001 xmlreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xmlreader.py:11(XMLReader)
        1    0.000    0.000    0.000    0.000 xmlreader.py:165(Locator)
        1    0.000    0.000    0.000    0.000 xmlreader.py:189(InputSource)
        1    0.000    0.000    0.000    0.000 xmlreader.py:278(AttributesImpl)
        1    0.000    0.000    0.000    0.000 xmlreader.py:340(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 xmlreader.py:91(IncrementalParser)
        1    0.000    0.000    0.015    0.015 xmltodict.py:2(<module>)
        1    0.000    0.000    0.000    0.000 xmltodict.py:34(ParsingInterrupted)
        1    0.000    0.000    0.000    0.000 xmltodict.py:38(_DictSAXHandler)
        1    0.000    0.000    0.000    0.000 xzfileloader.py:21(XzFileLoaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 xzfileloader.py:7(<module>)
        1    0.000    0.000    0.000    0.000 xzfileloader.py:70(XzFileReaderIterDataPipe)
        5    0.007    0.001    0.029    0.006 yacc.py:1001(parseopt_notrack)
        1    0.000    0.000    0.000    0.000 yacc.py:109(PlyLogger)
        1    0.000    0.000    0.000    0.000 yacc.py:110(__init__)
        1    0.000    0.000    0.000    0.000 yacc.py:127(NullLogger)
        1    0.000    0.000    0.000    0.000 yacc.py:1309(Production)
        1    0.000    0.000    0.000    0.000 yacc.py:135(YaccError)
        1    0.000    0.000    0.000    0.000 yacc.py:1381(MiniProduction)
      338    0.000    0.000    0.000    0.000 yacc.py:1382(__init__)
      338    0.000    0.000    0.000    0.000 yacc.py:1398(bind)
        1    0.000    0.000    0.000    0.000 yacc.py:1427(LRItem)
        1    0.000    0.000    0.000    0.000 yacc.py:1470(GrammarError)
        1    0.000    0.000    0.000    0.000 yacc.py:1473(Grammar)
        1    0.000    0.000    0.000    0.000 yacc.py:1968(VersionError)
        1    0.000    0.000    0.000    0.000 yacc.py:1971(LRTable)
        1    0.000    0.000    0.000    0.000 yacc.py:1972(__init__)
        1    0.000    0.000    0.006    0.006 yacc.py:1978(read_table)
        1    0.000    0.000    0.000    0.000 yacc.py:2026(bind_callables)
        1    0.000    0.000    0.000    0.000 yacc.py:2089(LALRError)
        1    0.000    0.000    0.000    0.000 yacc.py:2099(LRGeneratedTable)
        1    0.000    0.000    0.000    0.000 yacc.py:217(YaccSymbol)
        1    0.000    0.000    0.000    0.000 yacc.py:233(YaccProduction)
        5    0.000    0.000    0.000    0.000 yacc.py:234(__init__)
     3206    0.001    0.000    0.002    0.000 yacc.py:240(__getitem__)
     2394    0.001    0.000    0.001    0.000 yacc.py:248(__setitem__)
      374    0.000    0.000    0.000    0.000 yacc.py:254(__len__)
      440    0.000    0.000    0.000    0.000 yacc.py:257(lineno)
        2    0.000    0.000    0.000    0.000 yacc.py:260(set_lineno)
      876    0.000    0.000    0.000    0.000 yacc.py:268(lexpos)
        1    0.000    0.000    0.000    0.000 yacc.py:285(LRParser)
        1    0.000    0.000    0.000    0.000 yacc.py:286(__init__)
        1    0.000    0.000    0.000    0.000 yacc.py:2936(ParserReflect)
        1    0.000    0.000    0.000    0.000 yacc.py:2937(__init__)
        1    0.000    0.000    0.001    0.001 yacc.py:2952(get_all)
        1    0.000    0.000    0.000    0.000 yacc.py:2970(signature)
        1    0.000    0.000    0.000    0.000 yacc.py:2976(<listcomp>)
        1    0.000    0.000    0.000    0.000 yacc.py:3022(get_start)
        1    0.000    0.000    0.000    0.000 yacc.py:3032(get_error_func)
        1    0.000    0.000    0.000    0.000 yacc.py:3058(get_tokens)
        1    0.000    0.000    0.000    0.000 yacc.py:3092(get_precedence)
        1    0.000    0.000    0.001    0.001 yacc.py:3127(get_pfunctions)
        1    0.000    0.000    0.000    0.000 yacc.py:313(set_defaulted_states)
      179    0.000    0.000    0.001    0.000 yacc.py:3140(<lambda>)
        1    0.000    0.000    0.008    0.008 yacc.py:3214(yacc)
        5    0.000    0.000    0.029    0.006 yacc.py:323(parse)
        1    0.000    0.000    0.000    0.000 yacc.py:3233(<listcomp>)
        1    0.000    0.000    0.004    0.004 yacc.py:62(<module>)
        1    0.004    0.004    0.004    0.004 yacctab.py:4(<module>)
        1    0.000    0.000    0.000    0.000 zip_longest.py:13(ZipperLongestIterDataPipe)
        1    0.000    0.000    0.000    0.000 zip_longest.py:7(<module>)
        1    0.000    0.000    0.000    0.000 ziparchiveloader.py:23(ZipArchiveLoaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 ziparchiveloader.py:7(<module>)
        1    0.000    0.000    0.000    0.000 ziparchiveloader.py:82(ZipArchiveReaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1114(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1218(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1819(__del__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1823(close)
        1    0.000    0.000    0.000    0.000 zipfile.py:1956(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2183(CompleteDirs)
        1    0.000    0.000    0.000    0.000 zipfile.py:2212(make)
        1    0.000    0.000    0.000    0.000 zipfile.py:2233(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:2251(Path)
        1    0.000    0.000    0.000    0.000 zipfile.py:2318(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:613(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:636(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:684(_check_compression)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:775(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:795(ZipExtFile)
    27228    0.133    0.000    0.164    0.000 {built-in method __new__ of type object at 0x55e468c019a0}
      241    0.003    0.000    0.003    0.000 {built-in method _abc._abc_init}
      466    0.001    0.000    0.003    0.000 {built-in method _abc._abc_instancecheck}
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
 1584/283    0.002    0.000    0.003    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend._get_common_types}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend._get_types}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.cast}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.complete_struct_or_union}
        2    0.008    0.004    0.008    0.004 {built-in method _cffi_backend.load_library}
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_array_type}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_function_type}
        4    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_pointer_type}
        4    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_primitive_type}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_struct_type}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_void_type}
        3    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.newp}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.typeof}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
      138    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        2    0.135    0.068    0.135    0.068 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      847    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     7066    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
    55/54    0.761    0.014    0.762    0.014 {built-in method _imp.create_dynamic}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    55/51    0.003    0.000    0.022    0.000 {built-in method _imp.exec_dynamic}
      166    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      942    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     7066    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        2    0.000    0.000    0.000    0.000 {built-in method _pickle.dumps}
        1    0.188    0.188    0.188    0.188 {built-in method _pickle.load}
        2    0.002    0.001    0.002    0.001 {built-in method _posixsubprocess.fork_exec}
       26    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       25    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      142    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      191    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      174    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     1929    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     4612    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
